Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2020†","Rabies, Animal, Cum 2020†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2020†","Rabies, Human, Cum 2020†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
DISTRICT OF COLUMBIA,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200230,POINT (-77.016275 38.904785)
GEORGIA,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20200232,POINT (-83.426574 32.638481)
MARYLAND,2020,2,,-,9,,,-,6,,,-,0,,,-,,-,MARYLAND,,20200233,POINT (-76.687282 38.946466)
NORTH CAROLINA,2020,2,5,,15,,15,,6,,,-,0,,,-,,-,NORTH CAROLINA,,20200234,POINT (-79.130883 35.52603)
SOUTH CAROLINA,2020,2,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20200235,POINT (-80.864614 33.878572)
VIRGINIA,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20200236,POINT (-78.666382 37.510861)
EAST SOUTH CENTRAL,2020,2,1,,7,,1,,2,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200238,
ALABAMA,2020,2,1,,4,,1,,2,,,-,0,,,-,,-,ALABAMA,,20200239,POINT (-86.844516 32.756889)
KENTUCKY,2020,2,,-,5,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20200240,POINT (-85.290484 37.526683)
MISSISSIPPI,2020,2,,-,1,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20200241,POINT (-89.65344 32.713378)
TENNESSEE,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20200242,POINT (-86.343226 35.842998)
WEST SOUTH CENTRAL,2020,2,1,,29,,4,,5,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20200243,
ARKANSAS,2020,2,,-,7,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20200244,POINT (-92.439162 34.899825)
LOUISIANA,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20200245,POINT (-91.840238 30.921314)
OKLAHOMA,2020,2,,-,6,,,-,1,,,-,0,,,-,,-,OKLAHOMA,,20200246,POINT (-97.508297 35.583449)
TEXAS,2020,2,1,,29,,4,,4,,,-,0,,,-,,-,TEXAS,,20200247,POINT (-99.317341 31.447238)
ARIZONA,2020,2,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20200249,POINT (-111.664616 34.293239)
COLORADO,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20200250,POINT (-105.547832 38.998552)
IDAHO,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20200251,POINT (-114.659366 44.389073)
NEVADA,2020,2,,-,1,,,-,,-,,-,0,,,-,,-,NEVADA,,20200253,POINT (-114.916992 39.283294)
NEW MEXICO,2020,2,,-,3,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20200254,POINT (-106.108388 34.421369)
UTAH,2020,2,,-,3,,,-,,-,,-,0,,,-,,-,UTAH,,20200255,POINT (-111.678222 39.323779)
WYOMING,2020,2,,-,4,,,-,2,,,-,0,,,-,,-,WYOMING,,20200256,POINT (-107.55145 42.999627)
PACIFIC,2020,2,,-,13,,,-,3,,,-,0,,,-,,-,,PACIFIC,20200257,
ALASKA,2020,2,,-,2,,,-,1,,,-,0,,,-,,-,ALASKA,,20200258,POINT (-151.631889 63.631126)
HAWAII,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20200260,POINT (-157.854309 21.361013)
OREGON,2020,2,,-,1,,,-,,-,,-,0,,,-,,-,OREGON,,20200261,POINT (-120.605279 43.940449)
WASHINGTON,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20200262,POINT (-120.592492 47.411715)
AMERICAN SAMOA,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200264,
NORTHERN MARIANA ISLANDS,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200265,POINT (145.725693 15.1834)
GUAM,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200266,POINT (144.653198 13.3532)
PUERTO RICO,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200267,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200268,POINT (-64.840836 18.060868)
MASSACHUSETTS,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200105,POINT (-71.481104 42.151077)
US RESIDENTS,2020,1,16,,85,,16,,21,,,-,0,,,-,,-,,US RESIDENTS,20200101,
WASHINGTON,2020,1,,-,40,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20200162,POINT (-120.592492 47.411715)
HAWAII,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20200160,POINT (-157.854309 21.361013)
WISCONSIN,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20200119,POINT (-89.732969 44.639954)
MARYLAND,2020,1,,-,9,,,-,3,,,-,0,,,-,,-,MARYLAND,,20200133,POINT (-76.68728200000001 38.946466)
WEST SOUTH CENTRAL,2020,1,1,,29,,1,,2,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20200143,
NORTH CAROLINA,2020,1,10,,15,,10,,4,,,-,0,,,-,,-,NORTH CAROLINA,,20200134,POINT (-79.130883 35.52603)
NEBRASKA,2020,1,,-,3,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20200125,POINT (-99.810595 41.527099)
KENTUCKY,2020,1,,-,5,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20200140,POINT (-85.290484 37.526683)
U.S. VIRGIN ISLANDS,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200168,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200169,
MINNESOTA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200123,POINT (-94.198308 46.349153)
IDAHO,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20200151,POINT (-114.659366 44.389073)
IOWA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20200121,POINT (-93.500061 42.074659)
ARKANSAS,2020,1,,-,7,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20200144,POINT (-92.439162 34.899825)
TOTAL,2020,1,16,,85,,16,,21,,,-,0,,,-,,-,,TOTAL,20200170,
OREGON,2020,1,,-,1,,,-,,-,,-,0,,,-,,-,OREGON,,20200161,POINT (-120.60527899999998 43.940449)
NEW YORK CITY,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20200112,
ILLINOIS,2020,1,,-,7,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20200115,POINT (-89.148632 40.124144)
NEW JERSEY,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20200110,POINT (-74.655514 40.110253)
US TERRITORIES,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200163,
RHODE ISLAND,2020,1,,-,6,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20200107,POINT (-71.534637 41.572574)
MIDDLE ATLANTIC,2020,1,2,,27,,2,,3,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200109,
NORTHERN MARIANA ISLANDS,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200165,POINT (145.725693 15.1834)
MAINE,2020,1,,-,6,,,-,,-,,-,0,,,-,,-,MAINE,,20200104,POINT (-69.06137 45.117911)
AMERICAN SAMOA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200164,
CONNECTICUT,2020,1,,-,2,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20200103,POINT (-72.738288 41.575155)
PACIFIC,2020,1,,-,40,,,-,1,,,-,0,,,-,,-,,PACIFIC,20200157,
NEW ENGLAND,2020,1,1,,8,,1,,1,,,-,0,,,-,,-,,NEW ENGLAND,20200102,
DELAWARE,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200129,POINT (-75.452394 38.994926)
OHIO,2020,1,,-,4,,,-,,-,,-,0,,,-,,-,OHIO,,20200118,POINT (-82.70936 40.41553400000001)
MISSOURI,2020,1,,-,4,,,-,,-,,-,0,,,-,,-,MISSOURI,,20200124,POINT (-92.477244 38.3675)
TOTAL,2020,2,18,,85,,34,,101,,,-,0,,,-,,-,,TOTAL,20200270,
NEW HAMPSHIRE,2020,29,,-,2,,9,,20,,,-,0,,,-,,-,NEW HAMPSHIRE,,20202906,POINT (-71.57139 43.680429)
RHODE ISLAND,2020,29,,-,7,,7,,2,,,-,0,,,-,,-,RHODE ISLAND,,20202907,POINT (-71.534637 41.572574)
VERMONT,2020,29,,-,2,,,-,7,,,-,0,,,-,,-,VERMONT,,20202908,POINT (-72.662695 44.075252)
NEW JERSEY,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20202910,POINT (-74.655514 40.110253)
NEW YORK,2020,29,13,,27,,245,,294,,,-,0,,,-,,-,NEW YORK,,20202911,POINT (-75.59655 42.921241)
PENNSYLVANIA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20202913,POINT (-77.838886 40.896694)
EAST NORTH CENTRAL,2020,29,1,,13,,35,,50,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20202914,
MONTANA,2020,1,,-,4,,,-,,-,,-,0,,,-,,-,MONTANA,,20200152,POINT (-109.645127 47.033521)
NEW HAMPSHIRE,2020,1,1,,3,,1,,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20200106,POINT (-71.57139000000001 43.680429)
OKLAHOMA,2020,1,,-,6,,,-,1,,,-,0,,,-,,-,OKLAHOMA,,20200146,POINT (-97.508297 35.583449)
GEORGIA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20200132,POINT (-83.426574 32.638481)
NORTH DAKOTA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20200126,POINT (-100.46931 47.446305)
PUERTO RICO,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200167,POINT (-66.414655 18.215692)
VIRGINIA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20200136,POINT (-78.666382 37.510861)
PENNSYLVANIA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20200113,POINT (-77.838886 40.896694)
GUAM,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200166,POINT (144.653198 13.353200000000001)
EAST NORTH CENTRAL,2020,1,,-,13,,,-,1,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20200114,
WEST VIRGINIA,2020,1,,-,5,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20200137,POINT (-80.613729 38.642579000000005)
NEVADA,2020,1,,-,1,,,-,,-,,-,0,,,-,,-,NEVADA,,20200153,POINT (-114.916992 39.283294)
ALABAMA,2020,1,,-,4,,,-,,-,,-,0,,,-,,-,ALABAMA,,20200139,POINT (-86.844516 32.756889)
SOUTH ATLANTIC,2020,1,12,,68,,12,,9,,,-,0,,,-,,-,,SOUTH ATLANTIC,20200128,
SOUTH DAKOTA,2020,1,,-,4,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20200127,POINT (-100.230491 44.43614)
MOUNTAIN,2020,1,,-,8,,,-,2,,,-,0,,,-,,-,,MOUNTAIN,20200148,
COLORADO,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20200150,POINT (-105.547832 38.998552)
FLORIDA,2020,1,2,,62,,2,,,-,,-,0,,,-,,-,FLORIDA,,20200131,POINT (-82.42097800000002 28.260731)
CALIFORNIA,2020,1,,-,13,,,-,1,,,-,0,,,-,,-,CALIFORNIA,,20200159,POINT (-119.662127 37.211164)
DISTRICT OF COLUMBIA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200130,POINT (-77.016275 38.904785)
UTAH,2020,1,,-,3,,,-,,-,,-,0,,,-,,-,UTAH,,20200155,POINT (-111.678222 39.323779)
SOUTH CAROLINA,2020,1,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20200135,POINT (-80.864614 33.878572)
TENNESSEE,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20200142,POINT (-86.343226 35.842998)
EAST SOUTH CENTRAL,2020,1,,-,7,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200138,
ARIZONA,2020,1,,N,,NC,,N,,N,,-,0,,,-,,-,ARIZONA,,20200149,POINT (-111.664616 34.293239)
NEW YORK,2020,1,2,,27,,2,,3,,,-,0,,,-,,-,NEW YORK,,20200111,POINT (-75.59655 42.921241)
NEW MEXICO,2020,1,,-,3,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20200154,POINT (-106.108388 34.421369)
MICHIGAN,2020,1,,-,6,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20200117,POINT (-85.730977 44.874798)
KANSAS,2020,1,,-,3,,,-,2,,,-,0,,,-,,-,KANSAS,,20200122,POINT (-98.38018 38.484729)
TEXAS,2020,1,1,,29,,1,,1,,,-,0,,,-,,-,TEXAS,,20200147,POINT (-99.317341 31.447238)
VERMONT,2020,1,,-,2,,,-,,-,,-,0,,,-,,-,VERMONT,,20200108,POINT (-72.662695 44.075252)
INDIANA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200116,POINT (-86.2818 39.91999100000001)
ALASKA,2020,1,,-,2,,,-,,-,,-,0,,,-,,-,ALASKA,,20200158,POINT (-151.631889 63.631125999999995)
LOUISIANA,2020,1,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20200145,POINT (-91.840238 30.921313999999995)
WYOMING,2020,1,,-,2,,,-,2,,,-,0,,,-,,-,WYOMING,,20200156,POINT (-107.55145000000002 42.999627)
WEST NORTH CENTRAL,2020,1,,-,7,,,-,2,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200120,
MISSISSIPPI,2020,1,,-,1,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20200141,POINT (-89.65344 32.713378)
ILLINOIS,2020,29,1,,7,,14,,12,,,-,0,,,-,,-,ILLINOIS,,20202915,POINT (-89.148632 40.124144)
OHIO,2020,29,,-,4,,13,,20,,,-,0,,,-,,-,OHIO,,20202918,POINT (-82.70936 40.415534)
IOWA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20202921,POINT (-93.500061 42.074659)
KANSAS,2020,29,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20202922,POINT (-98.38018 38.484729)
MINNESOTA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20202923,POINT (-94.198308 46.349153)
NEBRASKA,2020,29,1,,3,,6,,6,,,-,0,,,-,,-,NEBRASKA,,20202925,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20202926,POINT (-100.46931 47.446305)
SOUTH ATLANTIC,2020,29,8,,31,,215,,423,,,-,0,,,-,,-,,SOUTH ATLANTIC,20202928,
DELAWARE,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20202929,POINT (-75.452394 38.994926)
DISTRICT OF COLUMBIA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20202930,POINT (-77.016275 38.904785)
US RESIDENTS,2020,32,24,,63,,766,,1289,,,-,0,,,-,,-,,US RESIDENTS,20203201,
US RESIDENTS,2020,2,18,,85,,34,,101,,,-,0,,,-,,-,,US RESIDENTS,20200201,
MARYLAND,2020,29,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20202933,POINT (-76.687282 38.946466)
NORTH CAROLINA,2020,29,8,,15,,170,,161,,,-,0,,,-,,-,NORTH CAROLINA,,20202934,POINT (-79.130883 35.52603)
SOUTH CAROLINA,2020,29,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20202935,POINT (-80.864614 33.878572)
EAST SOUTH CENTRAL,2020,29,1,,7,,35,,31,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20202938,
ALABAMA,2020,29,,-,4,,26,,26,,,-,0,,,-,,-,ALABAMA,,20202939,POINT (-86.844516 32.756889)
KENTUCKY,2020,29,1,,5,,8,,4,,,-,0,,,-,,-,KENTUCKY,,20202940,POINT (-85.290484 37.526683)
TENNESSEE,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20202942,POINT (-86.343226 35.842998)
WEST SOUTH CENTRAL,2020,29,,-,22,,230,,344,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20202943,
LOUISIANA,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20202945,POINT (-91.840238 30.921314)
OKLAHOMA,2020,29,,-,4,,2,,16,,,-,0,,,-,,-,OKLAHOMA,,20202946,POINT (-97.508297 35.583449)
TEXAS,2020,29,,-,20,,228,,310,,,-,0,,,-,,-,TEXAS,,20202947,POINT (-99.317341 31.447238)
COLORADO,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20202950,POINT (-105.547832 38.998552)
NEVADA,2020,29,,-,1,,1,,2,,,-,0,,,-,,-,NEVADA,,20202953,POINT (-114.916992 39.283294)
NEW MEXICO,2020,29,,-,2,,8,,14,,,-,0,,,-,,-,NEW MEXICO,,20202954,POINT (-106.108388 34.421369)
UTAH,2020,29,,-,3,,,-,2,,,-,0,,,-,,-,UTAH,,20202955,POINT (-111.678222 39.323779)
PACIFIC,2020,29,3,,16,,52,,127,,,-,0,,,-,,-,,PACIFIC,20202957,
ALASKA,2020,29,,-,0,,,-,7,,,-,0,,,-,,-,ALASKA,,20202958,POINT (-151.631889 63.631126)
HAWAII,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20202960,POINT (-157.854309 21.361013)
OREGON,2020,29,,-,1,,1,,1,,,-,0,,,-,,-,OREGON,,20202961,POINT (-120.605279 43.940449)
WASHINGTON,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20202962,POINT (-120.592492 47.411715)
NORTHERN MARIANA ISLANDS,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202965,POINT (145.725693 15.1834)
GUAM,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20202966,POINT (144.653198 13.3532)
PUERTO RICO,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20202967,POINT (-66.414655 18.215692)
NON-US RESIDENTS,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20202969,
TOTAL,2020,29,29,,76,,897,,1429,,,-,0,,,-,,-,,TOTAL,20202970,
NEW ENGLAND,2020,32,3,,9,,67,,90,,,-,0,,,-,,-,,NEW ENGLAND,20203202,
CONNECTICUT,2020,32,,-,0,,,-,8,,,-,0,,,-,,-,CONNECTICUT,,20203203,POINT (-72.738288 41.575155)
NEW HAMPSHIRE,2020,32,1,,2,,12,,23,,,-,0,,,-,,-,NEW HAMPSHIRE,,20203206,POINT (-71.57139 43.680429)
RHODE ISLAND,2020,32,,-,7,,7,,7,,,-,0,,,-,,-,RHODE ISLAND,,20203207,POINT (-71.534637 41.572574)
NEW JERSEY,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20203210,POINT (-74.655514 40.110253)
NEW YORK,2020,32,11,,27,,268,,339,,,-,0,,,-,,-,NEW YORK,,20203211,POINT (-75.59655 42.921241)
EAST NORTH CENTRAL,2020,32,5,,13,,48,,75,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20203214,
ILLINOIS,2020,32,2,,7,,18,,26,,,-,0,,,-,,-,ILLINOIS,,20203215,POINT (-89.148632 40.124144)
OHIO,2020,32,3,,3,,19,,28,,,-,0,,,-,,-,OHIO,,20203218,POINT (-82.70936 40.415534)
IOWA,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20203221,POINT (-93.500061 42.074659)
KANSAS,2020,32,,-,0,,,-,29,,,-,0,,,-,,-,KANSAS,,20203222,POINT (-98.38018 38.484729)
MINNESOTA,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20203223,POINT (-94.198308 46.349153)
NEBRASKA,2020,32,1,,3,,8,,9,,,-,0,,,-,,-,NEBRASKA,,20203225,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20203226,POINT (-100.46931 47.446305)
DELAWARE,2020,32,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20203229,POINT (-75.452394 38.994926)
MARYLAND,2020,32,,-,0,,,-,112,,,-,0,,,-,,-,MARYLAND,,20203233,POINT (-76.687282 38.946466)
NORTH CAROLINA,2020,32,,-,15,,184,,182,,,-,0,,,-,,-,NORTH CAROLINA,,20203234,POINT (-79.130883 35.52603)
SOUTH CAROLINA,2020,32,,N,,NC,,N,,N,,-,0,,,-,,-,SOUTH CAROLINA,,20203235,POINT (-80.864614 33.878572)
WEST VIRGINIA,2020,32,,-,5,,17,,34,,,-,0,,,-,,-,WEST VIRGINIA,,20203237,POINT (-80.613729 38.642579)
ALABAMA,2020,32,1,,4,,28,,32,,,-,0,,,-,,-,ALABAMA,,20203239,POINT (-86.844516 32.756889)
KENTUCKY,2020,32,,-,5,,8,,9,,,-,0,,,-,,-,KENTUCKY,,20203240,POINT (-85.290484 37.526683)
MISSISSIPPI,2020,32,,-,1,,1,,1,,,-,0,,,-,,-,MISSISSIPPI,,20203241,POINT (-89.65344 32.713378)
MASSACHUSETTS,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200205,POINT (-71.481104 42.151077)
INDIANA,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200216,POINT (-86.2818 39.919991)
WEST NORTH CENTRAL,2020,2,,-,7,,,-,2,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200220,
FLORIDA,2020,2,4,,62,,4,,62,,,-,0,,,-,,-,FLORIDA,,20200231,POINT (-82.420978 28.260731)
WEST VIRGINIA,2020,2,,-,5,,,-,3,,,-,0,,,-,,-,WEST VIRGINIA,,20200237,POINT (-80.613729 38.642579)
MOUNTAIN,2020,2,,-,9,,,-,2,,,-,0,,,-,,-,,MOUNTAIN,20200248,
MONTANA,2020,2,,-,4,,,-,,-,,-,0,,,-,,-,MONTANA,,20200252,POINT (-109.645127 47.033521)
CALIFORNIA,2020,2,,-,13,,,-,2,,,-,0,,,-,,-,CALIFORNIA,,20200259,POINT (-119.662127 37.211164)
US TERRITORIES,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200263,
NON-US RESIDENTS,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200269,
TOTAL,2020,5,17,,75,,85,,222,,,-,0,,,-,,-,,TOTAL,20200570,
US RESIDENTS,2020,5,17,,75,,85,,222,,,-,0,,,-,,-,,US RESIDENTS,20200501,
NEW HAMPSHIRE,2020,5,,-,3,,3,,2,,,-,0,,,-,,-,NEW HAMPSHIRE,,20200506,POINT (-71.57139 43.680429)
NEW YORK,2020,5,10,,27,,27,,22,,,-,0,,,-,,-,NEW YORK,,20200511,POINT (-75.59655 42.921241)
PACIFIC,2020,5,,-,13,,,-,7,,,-,0,,,-,,-,,PACIFIC,20200557,
WEST SOUTH CENTRAL,2020,5,2,,29,,14,,16,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20200543,
NEBRASKA,2020,5,,-,3,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20200525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,5,1,,7,,2,,3,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200538,
NORTH DAKOTA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20200526,POINT (-100.46931 47.446305)
NEVADA,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,NEVADA,,20200553,POINT (-114.916992 39.283294)
ILLINOIS,2020,5,,-,7,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20200515,POINT (-89.148632 40.124144)
IOWA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20200521,POINT (-93.500061 42.074659)
TEXAS,2020,5,2,,29,,14,,14,,,-,0,,,-,,-,TEXAS,,20200547,POINT (-99.317341 31.447238)
ALASKA,2020,5,,-,2,,,-,1,,,-,0,,,-,,-,ALASKA,,20200558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200530,POINT (-77.016275 38.904785)
WASHINGTON,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20200562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,5,1,,9,,11,,6,,,-,0,,,-,,-,,NEW ENGLAND,20200502,
RHODE ISLAND,2020,5,,-,7,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20200507,POINT (-71.534637 41.572574)
OREGON,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,OREGON,,20200561,POINT (-120.605279 43.940449)
DELAWARE,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200529,POINT (-75.452394 38.994926)
ALABAMA,2020,5,,-,4,,1,,3,,,-,0,,,-,,-,ALABAMA,,20200539,POINT (-86.844516 32.756889)
KANSAS,2020,5,,-,3,,,-,3,,,-,0,,,-,,-,KANSAS,,20200522,POINT (-98.38018 38.484729)
NEBRASKA,2020,3,,-,3,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20200325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,3,,-,7,,1,,2,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200338,
NORTH DAKOTA,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20200326,POINT (-100.46931 47.446305)
ILLINOIS,2020,3,,-,7,,,-,1,,,-,0,,,-,,-,ILLINOIS,,20200315,POINT (-89.148632 40.124144)
IOWA,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20200321,POINT (-93.500061 42.074659)
DISTRICT OF COLUMBIA,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200330,POINT (-77.016275 38.904785)
DELAWARE,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200329,POINT (-75.452394 38.994926)
ALABAMA,2020,3,,-,4,,1,,2,,,-,0,,,-,,-,ALABAMA,,20200339,POINT (-86.844516 32.756889)
